,tweet_id,timestamp,rating_numerator,rating_denominator,name,dog_stage,jpg_url,prediction,confidence,breed,retweet_count,favorite_count
0,892420643555336193,2017-08-01 16:23:56+00:00,13,10,Phineas,,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,orange,0.0970486,False,7489,35461
12,892177421306343426,2017-08-01 00:17:27+00:00,13,10,Tilly,,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,chihuahua,0.323581,True,5557,30693
24,891815181378084864,2017-07-31 00:18:03+00:00,12,10,Archie,,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,chihuahua,0.716012,True,3681,23088
36,891689557279858688,2017-07-30 15:58:51+00:00,13,10,Darla,,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,paper towel,0.17027799999999998,False,7665,38754
48,891327558926688256,2017-07-29 16:00:24+00:00,12,10,Franklin,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,basset,0.555712,True,8267,37032
60,891087950875897856,2017-07-29 00:08:17+00:00,13,10,,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,chesapeake bay retriever,0.425595,True,2767,18666
72,890971913173991426,2017-07-28 16:27:12+00:00,13,10,Jax,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,appenzeller,0.34170300000000003,True,1798,10850
84,890729181411237888,2017-07-28 00:22:40+00:00,13,10,,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,pomeranian,0.566142,True,16770,59773
96,890609185150312448,2017-07-27 16:25:51+00:00,13,10,Zoey,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,irish terrier,0.487574,True,3823,25688
108,890240255349198849,2017-07-26 15:59:51+00:00,14,10,Cassie,doggo,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,pembroke,0.511319,True,6509,29319
111,890240255349198849,2017-07-26 15:59:51+00:00,14,10,Cassie,,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,pembroke,0.511319,True,6509,29319
120,890006608113172480,2017-07-26 00:31:25+00:00,13,10,Koda,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,samoyed,0.957979,True,6516,28250
132,889880896479866881,2017-07-25 16:11:53+00:00,13,10,Bruno,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,french bulldog,0.377417,True,4429,25709
144,889665388333682689,2017-07-25 01:55:32+00:00,13,10,,,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,pembroke,0.966327,True,8890,44173
153,889665388333682689,2017-07-25 01:55:32+00:00,13,10,,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,pembroke,0.966327,True,8890,44173
156,889638837579907072,2017-07-25 00:10:02+00:00,12,10,Ted,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,french bulldog,0.99165,True,3973,24843
168,889531135344209921,2017-07-24 17:02:04+00:00,13,10,Stuart,,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden retriever,0.953442,True,2008,13973
177,889531135344209921,2017-07-24 17:02:04+00:00,13,10,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden retriever,0.953442,True,2008,13973
180,889278841981685760,2017-07-24 00:19:32+00:00,13,10,Oliver,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,True,4737,23186
192,888917238123831296,2017-07-23 00:22:39+00:00,12,10,Jim,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden retriever,0.714719,True,3987,26809
204,888804989199671297,2017-07-22 16:56:37+00:00,13,10,Zeke,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden retriever,0.46976,True,3760,23522
216,888554962724278272,2017-07-22 00:23:06+00:00,13,10,Ralphus,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,siberian husky,0.700377,True,3074,18144
228,888078434458587136,2017-07-20 16:49:33+00:00,12,10,Gerald,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,french bulldog,0.995026,True,3080,20037
240,887705289381826560,2017-07-19 16:06:48+00:00,13,10,Jeffrey,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,True,4798,27867
252,887517139158093824,2017-07-19 03:39:09+00:00,14,10,such,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,0.130432,False,10466,42691
264,887473957103951883,2017-07-19 00:47:34+00:00,13,10,Canela,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,pembroke,0.809197,True,15985,63215
276,887343217045368832,2017-07-18 16:08:03+00:00,13,10,,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,mexican hairless,0.330741,True,9356,31002
288,887101392804085760,2017-07-18 00:07:08+00:00,12,10,,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,samoyed,0.733942,True,5300,28203
300,886983233522544640,2017-07-17 16:17:36+00:00,13,10,Maya,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,chihuahua,0.793469,True,6795,32049
312,886736880519319552,2017-07-16 23:58:41+00:00,13,10,Mingus,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,2832,11005
324,886680336477933568,2017-07-16 20:14:00+00:00,13,10,Derek,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,0.738995,False,3986,20716
336,886366144734445568,2017-07-15 23:25:31+00:00,12,10,Roscoe,,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,french bulldog,0.999201,True,2811,19451
342,886366144734445568,2017-07-15 23:25:31+00:00,12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,french bulldog,0.999201,True,2811,19451
348,886258384151887873,2017-07-15 16:17:19+00:00,13,10,Waffles,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,True,5626,25747
360,885984800019947520,2017-07-14 22:10:11+00:00,12,10,Jimbo,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,blenheim spaniel,0.972494,True,5970,29975
372,885528943205470208,2017-07-13 15:58:47+00:00,13,10,Maisey,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,5681,33079
384,885167619883638784,2017-07-12 16:03:00+00:00,13,10,,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,True,3879,20137
396,884925521741709313,2017-07-12 00:01:00+00:00,12,10,Earl,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,italian greyhound,0.259916,True,16034,70836
408,884876753390489601,2017-07-11 20:47:12+00:00,13,10,Lola,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,True,4954,25592
420,884562892145688576,2017-07-11 00:00:02+00:00,13,10,Kevin,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,True,4181,22373
432,884441805382717440,2017-07-10 15:58:53+00:00,14,10,,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,pembroke,0.993225,True,5070,24947
444,884162670584377345,2017-07-09 21:29:42+00:00,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,german shepherd,0.707046,True,2661,18790
447,884162670584377345,2017-07-09 21:29:42+00:00,12,10,Yogi,,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,german shepherd,0.707046,True,2661,18790
456,883838122936631299,2017-07-09 00:00:04+00:00,12,10,Noah,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,doberman,0.610946,True,3034,20095
468,883482846933004288,2017-07-08 00:28:19+00:00,5,10,Bella,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden retriever,0.943082,True,8782,42167
480,883360690899218434,2017-07-07 16:22:55+00:00,13,10,Grizzwald,,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,True,3277,20879
483,883360690899218434,2017-07-07 16:22:55+00:00,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,True,3277,20879
492,883117836046086144,2017-07-07 00:17:54+00:00,13,10,,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden retriever,0.949562,True,5910,34110
504,882992080364220416,2017-07-06 15:58:11+00:00,13,10,Rusty,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo dog,0.466778,True,3451,21990
516,882762694511734784,2017-07-06 00:46:41+00:00,12,10,Gus,,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador retriever,0.85005,True,4339,25995
522,882762694511734784,2017-07-06 00:46:41+00:00,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador retriever,0.85005,True,4339,25995
528,882627270321602560,2017-07-05 15:48:34+00:00,13,10,Stanley,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke,0.542982,True,5396,25790
540,882268110199369728,2017-07-04 16:01:23+00:00,13,10,Alfy,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden retriever,0.762211,True,10302,41251
552,882045870035918850,2017-07-04 01:18:17+00:00,13,10,Koko,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web site,0.949591,False,4330,26984
564,881906580714921986,2017-07-03 16:04:48+00:00,12,10,Rey,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner,0.291539,True,3027,22435
576,881666595344535552,2017-07-03 00:11:11+00:00,13,10,Gary,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki,0.529012,True,9493,46643
588,881536004380872706,2017-07-02 15:32:16+00:00,14,10,,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed,0.281463,True,14233,45528
594,881536004380872706,2017-07-02 15:32:16+00:00,14,10,,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed,0.281463,True,14233,45528
600,881268444196462592,2017-07-01 21:49:04+00:00,12,10,Elliot,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,0.473303,False,4711,21445
612,880935762899988482,2017-06-30 23:47:07+00:00,13,10,Louis,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street sign,0.251801,False,2488,15756
624,880872448815771648,2017-06-30 19:35:32+00:00,12,10,,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,pembroke,0.791416,True,3406,19606
636,880465832366813184,2017-06-29 16:39:47+00:00,12,10,Bella,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden retriever,0.913255,True,5528,26204
648,880221127280381952,2017-06-29 00:27:25+00:00,12,10,Jesse,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua,0.238525,True,3699,24814
660,880095782870896641,2017-06-28 16:09:20+00:00,11,10,,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature pinscher,0.120298,True,3873,25437
672,879862464715927552,2017-06-28 00:42:13+00:00,13,10,Romeo,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,True,3098,20621
684,879492040517615616,2017-06-27 00:10:17+00:00,12,10,Bailey,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german short haired pointer,0.479896,True,2827,21639
696,879415818425184262,2017-06-26 19:07:24+00:00,13,10,Duddles,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english springer,0.383404,True,39693,97428
708,879376492567855104,2017-06-26 16:31:08+00:00,12,10,Jack,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,0.663601,False,2785,15519
720,879050749262655488,2017-06-25 18:56:45+00:00,11,10,Steven,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,0.311861,False,4183,20773
732,879008229531029506,2017-06-25 16:07:47+00:00,13,10,Beau,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,True,2386,17527
744,878776093423087618,2017-06-25 00:45:22+00:00,13,10,Snoopy,,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian greyhound,0.734684,True,3645,17862
753,878776093423087618,2017-06-25 00:45:22+00:00,13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian greyhound,0.734684,True,3645,17862
756,878281511006478336,2017-06-23 16:00:04+00:00,13,10,Shadow,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,True,1134,7126
768,878057613040115712,2017-06-23 01:10:23+00:00,14,10,Emmy,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,french bulldog,0.839097,True,6062,38830
780,877736472329191424,2017-06-22 03:54:17+00:00,13,10,Aja,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,chesapeake bay retriever,0.8379559999999999,True,16868,72973
792,877556246731214848,2017-06-21 15:58:08+00:00,12,10,Penny,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,True,3398,20930
804,877316821321428993,2017-06-21 00:06:44+00:00,13,10,Dante,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,saluki,0.5099670000000001,True,4651,25309
816,877201837425926144,2017-06-20 16:29:50+00:00,12,10,Nelly,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,pembroke,0.93112,True,4964,25004
828,876838120628539392,2017-06-19 16:24:33+00:00,12,10,Ginger,,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,True,2976,19101
834,876838120628539392,2017-06-19 16:24:33+00:00,12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,True,2976,19101
840,876484053909872640,2017-06-18 16:57:37+00:00,13,10,Benedict,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden retriever,0.874566,True,2112,17337
852,876120275196170240,2017-06-17 16:52:05+00:00,13,10,Venti,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,bernese mountain dog,0.534327,True,4163,25844
864,875747767867523072,2017-06-16 16:11:53+00:00,13,10,Goose,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,labrador retriever,0.799551,True,3815,23182
876,875144289856114688,2017-06-15 00:13:52+00:00,13,10,Nugget,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,siberian husky,0.245048,True,4390,20266
888,875021211251597312,2017-06-14 16:04:48+00:00,12,10,,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,west highland white terrier,0.7143189999999999,True,4214,23574
900,874680097055178752,2017-06-13 17:29:20+00:00,12,10,Cash,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,labrador retriever,0.836052,True,4144,25714
912,874296783580663808,2017-06-12 16:06:11+00:00,13,10,Jed,,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker spaniel,0.437216,True,3699,24080
918,874296783580663808,2017-06-12 16:06:11+00:00,13,10,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker spaniel,0.437216,True,3699,24080
924,874057562936811520,2017-06-12 00:15:36+00:00,12,10,,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat coated retriever,0.8321770000000001,True,3566,21016
936,874012996292530176,2017-06-11 21:18:31+00:00,13,10,Sebastian,,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,cardigan,0.806674,True,9137,31631
945,874012996292530176,2017-06-11 21:18:31+00:00,13,10,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,cardigan,0.806674,True,9137,31631
948,873580283840344065,2017-06-10 16:39:04+00:00,13,10,,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,newfoundland,0.678537,True,3536,22412
960,873213775632977920,2017-06-09 16:22:42+00:00,12,10,Sierra,,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,True,1418,6622
966,873213775632977920,2017-06-09 16:22:42+00:00,12,10,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,True,1418,6622
972,872967104147763200,2017-06-09 00:02:31+00:00,12,10,,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,labrador retriever,0.476913,True,4861,25220
975,872967104147763200,2017-06-09 00:02:31+00:00,12,10,,,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,labrador retriever,0.476913,True,4861,25220
984,872820683541237760,2017-06-08 14:20:41+00:00,13,10,,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912,True,3342,13646
996,872620804844003328,2017-06-08 01:06:27+00:00,13,10,Monkey,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker spaniel,0.513191,True,3273,19199
1008,872486979161796608,2017-06-07 16:14:40+00:00,12,10,,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,pembroke,0.931861,True,8135,37788
1020,872122724285648897,2017-06-06 16:07:15+00:00,12,10,Kody,,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,basketball,0.808396,False,7276,31751
1032,871879754684805121,2017-06-06 00:01:46+00:00,13,10,Lassie,,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,shetland sheepdog,0.969171,True,9830,34800
1044,871762521631449091,2017-06-05 16:15:56+00:00,12,10,Rover,,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,labrador retriever,0.921393,True,3135,18745
1050,871762521631449091,2017-06-05 16:15:56+00:00,12,10,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,labrador retriever,0.921393,True,3135,18745
1056,871515927908634625,2017-06-04 23:56:03+00:00,12,10,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781,True,3128,18721
1059,871515927908634625,2017-06-04 23:56:03+00:00,12,10,Napolean,,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781,True,3128,18721
1068,871032628920680449,2017-06-03 15:55:36+00:00,13,10,Boomer,,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,0.3980530000000001,True,3438,21128
1080,870804317367881728,2017-06-03 00:48:22+00:00,11,10,,,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,home theater,0.16829000000000002,False,5591,31271
1092,870656317836468226,2017-06-02 15:00:16+00:00,13,10,Cody,,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,pembroke,0.945495,True,2362,11462
1104,870374049280663552,2017-06-01 20:18:38+00:00,13,10,Zoey,,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden retriever,0.841001,True,24021,77251
1116,870308999962521604,2017-06-01 16:00:09+00:00,13,10,Rumble,,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,greater swiss mountain dog,0.6227520000000001,True,3754,20390
1128,870063196459192321,2017-05-31 23:43:25+00:00,14,10,Clifford,,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,comic book,0.534409,False,7520,33961
1140,869772420881756160,2017-05-31 04:27:59+00:00,13,10,Dewey,,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,pembroke,0.980148,True,9174,39651
1152,869702957897576449,2017-05-30 23:51:58+00:00,13,10,Stanley,,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,pembroke,0.993449,True,5702,26265
1164,869596645499047938,2017-05-30 16:49:31+00:00,12,10,Scout,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,chihuahua,0.955156,True,2820,14866
1167,869596645499047938,2017-05-30 16:49:31+00:00,12,10,Scout,,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,chihuahua,0.955156,True,2820,14866
1176,869227993411051520,2017-05-29 16:24:37+00:00,13,10,Gizmo,,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,pembroke,0.664181,True,3418,19011
1188,868880397819494401,2017-05-28 17:23:24+00:00,14,10,Walter,,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,laptop,0.153718,False,13068,60885
1200,868622495443632128,2017-05-28 00:18:35+00:00,13,10,,,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,labrador retriever,0.868107,True,4795,24811
1212,868552278524837888,2017-05-27 19:39:34+00:00,12,10,Cooper,,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet,0.378151,True,1877,9388
1224,867900495410671616,2017-05-26 00:29:37+00:00,12,10,,,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,labrador retriever,0.522644,True,3803,22595
1236,867774946302451713,2017-05-25 16:10:44+00:00,13,10,Harold,,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,border collie,0.661953,True,6667,31706
1248,867421006826221569,2017-05-24 16:44:18+00:00,12,10,Shikha,,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,eskimo dog,0.6164569999999999,True,2269,15020
1257,867421006826221569,2017-05-24 16:44:18+00:00,12,10,Shikha,puppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,eskimo dog,0.6164569999999999,True,2269,15020
1260,867051520902168576,2017-05-23 16:16:06+00:00,13,10,,,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,samoyed,0.471403,True,7190,30075
1272,866686824827068416,2017-05-22 16:06:55+00:00,12,10,Lili,,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,flat coated retriever,0.51473,True,3163,17985
1284,866450705531457537,2017-05-22 00:28:40+00:00,13,10,Jamesy,,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,french bulldog,0.905334,True,32154,114242
1290,866450705531457537,2017-05-22 00:28:40+00:00,13,10,Jamesy,pupper,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,french bulldog,0.905334,True,32154,114242
1296,866334964761202691,2017-05-21 16:48:45+00:00,12,10,Coco,,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,samoyed,0.984086,True,12992,48896
1308,865718153858494464,2017-05-19 23:57:46+00:00,13,10,Boomer,,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,golden retriever,0.673664,True,5140,24038
1320,865359393868664832,2017-05-19 00:12:11+00:00,13,10,Sammy,,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,chesapeake bay retriever,0.832435,True,4565,24748
1332,865006731092295680,2017-05-18 00:50:50+00:00,13,10,Nelly,,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,pembroke,0.989882,True,7057,26236
1344,864873206498414592,2017-05-17 16:00:15+00:00,14,10,,,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,pole,0.478616,False,7952,30194
1356,864279568663928832,2017-05-16 00:41:21+00:00,12,10,Meatball,,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,bull mastiff,0.668613,True,2755,13670
1368,864197398364647424,2017-05-15 19:14:50+00:00,13,10,Paisley,,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,golden retriever,0.945905,True,8075,28060
1380,863907417377173506,2017-05-15 00:02:33+00:00,13,10,Albus,,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,marmot,0.35882800000000004,False,3795,19320
1392,863553081350529029,2017-05-14 00:34:33+00:00,13,10,Neptune,,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,eskimo dog,0.41333,True,3849,14318
1404,863432100342583297,2017-05-13 16:33:49+00:00,12,10,Belle,,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,staffordshire bullterrier,0.690517,True,4804,22305
1416,863062471531167744,2017-05-12 16:05:02+00:00,13,10,Quinn,,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,french bulldog,0.935804,True,2220,7913
1428,862831371563274240,2017-05-12 00:46:44+00:00,13,10,Zooey,,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,australian terrier,0.207281,True,4726,18002
1440,862722525377298433,2017-05-11 17:34:13+00:00,11,10,Dave,,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,basset,0.39333,True,3259,16063
1452,862457590147678208,2017-05-11 00:01:27+00:00,13,10,Jersey,,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,home theater,0.496348,False,4519,19178
1464,862096992088072192,2017-05-10 00:08:34+00:00,13,10,,,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,chow,0.677589,True,21309,69672
1476,861383897657036800,2017-05-08 00:54:59+00:00,13,10,Hobbes,,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,cardigan,0.771008,True,9861,33919
1488,861288531465048066,2017-05-07 18:36:02+00:00,13,10,,,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,syringe,0.14471199999999998,False,3813,16139
1500,861005113778896900,2017-05-06 23:49:50+00:00,12,10,Burt,,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,german shepherd,0.507951,True,3526,15706
1512,860563773140209665,2017-05-05 18:36:06+00:00,13,10,Lorenzo,,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,cardigan,0.583936,True,1977,7055
1524,860524505164394496,2017-05-05 16:00:04+00:00,13,10,Carl,,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,bedlington terrier,0.286558,True,4901,22283
1536,860276583193509888,2017-05-04 23:34:55+00:00,12,10,Jordy,,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,lakeside,0.312299,False,3251,17340
1548,860184849394610176,2017-05-04 17:30:24+00:00,14,10,,,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,chimpanzee,0.267612,False,5409,15718
1560,859924526012018688,2017-05-04 00:15:58+00:00,12,10,Milky,,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,french bulldog,0.254587,True,3809,18504
1572,859851578198683649,2017-05-03 19:26:06+00:00,13,10,Trooper,,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,labrador retriever,0.899086,True,3272,14576
1584,859607811541651456,2017-05-03 03:17:27+00:00,13,10,,,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,golden retriever,0.8955290000000001,True,1439,17599
1593,859607811541651456,2017-05-03 03:17:27+00:00,13,10,,puppo,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,golden retriever,0.8955290000000001,True,1439,17599
1596,859196978902773760,2017-05-02 00:04:57+00:00,12,10,quite,,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,angora,0.224218,False,27939,84823
1608,859074603037188101,2017-05-01 15:58:40+00:00,13,10,,,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,revolver,0.190292,False,12660,31939
