,tweet_id,timestamp,rating_numerator,rating_denominator,name,dog_stage,jpg_url,prediction,confidence,breed,retweet_count,favorite_count
5004,801115127852503040,2016-11-22 17:28:25+00:00,12,10,Bones,doggo,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian,0.823356,True,2104,8069
5007,801115127852503040,2016-11-22 17:28:25+00:00,12,10,Bones,,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian,0.823356,True,2104,8069
5010,801115127852503040,2016-11-22 17:28:25+00:00,12,10,Bones,pupper,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,dalmatian,0.823356,True,2104,8069
5016,800751577355128832,2016-11-21 17:23:47+00:00,12,10,Mauve,,https://pbs.twimg.com/media/CxzXOyBW8AEu_Oi.jpg,cocker spaniel,0.771984,True,2791,10571
5028,800513324630806528,2016-11-21 01:37:04+00:00,11,10,Chef,,https://pbs.twimg.com/media/Cxv-nkJUoAAhzMt.jpg,pembroke,0.8289040000000001,True,2985,13131
5040,800459316964663297,2016-11-20 22:02:27+00:00,12,10,,,https://pbs.twimg.com/media/CxvNfrhWQAA2hKM.jpg,teddy,0.31192800000000004,False,2173,9502
5046,800459316964663297,2016-11-20 22:02:27+00:00,12,10,,pupper,https://pbs.twimg.com/media/CxvNfrhWQAA2hKM.jpg,teddy,0.31192800000000004,False,2173,9502
5052,800388270626521089,2016-11-20 17:20:08+00:00,12,10,Doc,,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,golden retriever,0.35986,True,2805,11149
5055,800388270626521089,2016-11-20 17:20:08+00:00,12,10,Doc,floofer,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,golden retriever,0.35986,True,2805,11149
5064,800141422401830912,2016-11-20 00:59:15+00:00,13,10,Peaches,,https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,golden retriever,0.938048,True,2547,15273
5076,800018252395122689,2016-11-19 16:49:49+00:00,11,10,,doggo,https://pbs.twimg.com/ext_tw_video_thumb/800018199223959552/pu/img/3Qp73edtkZO-qWPy.jpg,vacuum,0.289485,False,13126,28347
5079,800018252395122689,2016-11-19 16:49:49+00:00,11,10,,,https://pbs.twimg.com/ext_tw_video_thumb/800018199223959552/pu/img/3Qp73edtkZO-qWPy.jpg,vacuum,0.289485,False,13126,28347
5088,799757965289017345,2016-11-18 23:35:32+00:00,13,10,Sobe,doggo,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,border collie,0.442534,True,2165,8384
5091,799757965289017345,2016-11-18 23:35:32+00:00,13,10,Sobe,,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,border collie,0.442534,True,2165,8384
5100,799422933579902976,2016-11-18 01:24:14+00:00,12,10,Longfellow,,https://pbs.twimg.com/media/Cxge6AdUQAAvXLB.jpg,miniature pinscher,0.58363,True,1926,8070
5112,799297110730567681,2016-11-17 17:04:16+00:00,11,10,Jeffrey,,https://pbs.twimg.com/media/CxeseRgUoAM_SQK.jpg,malamute,0.985028,True,2751,9869
5124,799063482566066176,2016-11-17 01:35:54+00:00,11,10,Mister,,https://pbs.twimg.com/media/CxbX_n2WIAAHaLS.jpg,norfolk terrier,0.334436,True,2477,8072
5136,798933969379225600,2016-11-16 17:01:16+00:00,12,10,Iroh,,https://pbs.twimg.com/media/CxZiLcLXUAApMVy.jpg,siberian husky,0.703224,True,4445,13071
5148,798925684722855936,2016-11-16 16:28:21+00:00,11,10,Shadow,,https://pbs.twimg.com/media/CxZaqh_WQAA7lY3.jpg,west highland white terrier,0.539463,True,1439,7509
5160,798209839306514432,2016-11-14 17:03:50+00:00,13,10,Cooper,,https://pbs.twimg.com/media/CxPPnCYWIAAo_ao.jpg,pekinese,0.524583,True,2558,10415
5172,797971864723324932,2016-11-14 01:18:12+00:00,12,10,,,https://pbs.twimg.com/media/CxL3IWeVEAAAIE2.jpg,american staffordshire terrier,0.489845,True,3105,11580
5178,797971864723324932,2016-11-14 01:18:12+00:00,12,10,,pupper,https://pbs.twimg.com/media/CxL3IWeVEAAAIE2.jpg,american staffordshire terrier,0.489845,True,3105,11580
5184,797545162159308800,2016-11-12 21:02:38+00:00,12,10,Cassie,,https://pbs.twimg.com/media/CxFzFAAUAAA5C9z.jpg,pembroke,0.954089,True,4866,14546
5196,797236660651966464,2016-11-12 00:36:46+00:00,12,10,Pancake,,https://pbs.twimg.com/media/CxBafisWQAAtJ1X.jpg,collie,0.767005,True,6559,19951
5208,796865951799083009,2016-11-11 00:03:42+00:00,12,10,Tyr,,https://pbs.twimg.com/media/Cw8JWZ2UsAAJOZ6.jpg,cardigan,0.8391290000000001,True,1922,7674
5220,796759840936919040,2016-11-10 17:02:03+00:00,11,10,Romeo,,https://pbs.twimg.com/media/Cw6o1JQXcAAtP78.jpg,american staffordshire terrier,0.463996,True,3024,11809
5232,796484825502875648,2016-11-09 22:49:15+00:00,12,10,,doggo,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,cocker spaniel,0.116924,True,1754,7573
5235,796484825502875648,2016-11-09 22:49:15+00:00,12,10,,,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,cocker spaniel,0.116924,True,1754,7573
5244,796387464403357696,2016-11-09 16:22:22+00:00,12,10,Snicku,,https://pbs.twimg.com/media/Cw1WKu1UQAAvWsu.jpg,pekinese,0.461164,True,4127,10992
5256,796149749086875649,2016-11-09 00:37:46+00:00,11,10,Ruby,,https://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,golden retriever,0.600276,True,14245,32233
5268,796116448414461957,2016-11-08 22:25:27+00:00,11,10,,,https://pbs.twimg.com/media/CwxfrguUUAA1cbl.jpg,cardigan,0.700182,True,2409,9095
5280,796080075804475393,2016-11-08 20:00:55+00:00,12,10,Yogi,,https://pbs.twimg.com/media/Cww-msrXcAAxm3K.jpg,chow,0.973846,True,2302,8452
5292,796031486298386433,2016-11-08 16:47:50+00:00,13,10,Daisy,,https://pbs.twimg.com/media/CwwSaWJWIAASuoY.jpg,golden retriever,0.893775,True,3713,10797
5304,795464331001561088,2016-11-07 03:14:10+00:00,13,10,,doggo,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,golden retriever,0.193082,True,23506,49527
5307,795464331001561088,2016-11-07 03:14:10+00:00,13,10,,,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,golden retriever,0.193082,True,23506,49527
5316,795400264262053889,2016-11-06 22:59:35+00:00,12,10,Brody,,https://pbs.twimg.com/media/CwnUUGTWIAE8sFR.jpg,golden retriever,0.925494,True,2861,10042
5328,795076730285391872,2016-11-06 01:33:58+00:00,11,10,Bailey,,https://pbs.twimg.com/media/CwiuEJmW8AAZnit.jpg,gas pump,0.676439,False,5431,16187
5340,794926597468000259,2016-11-05 15:37:24+00:00,12,10,Mack,,https://pbs.twimg.com/media/CwglhZVXgAAc3_w.jpg,teddy,0.569566,False,2306,10232
5352,794332329137291264,2016-11-04 00:15:59+00:00,12,10,Nimbus,,https://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg,samoyed,0.988307,True,2679,9591
5364,794205286408003585,2016-11-03 15:51:10+00:00,14,10,Laika,,https://pbs.twimg.com/media/CwWVe_3WEAAHAvx.jpg,pedestal,0.66266,False,3311,9225
5370,794205286408003585,2016-11-03 15:51:10+00:00,14,10,Laika,pupper,https://pbs.twimg.com/media/CwWVe_3WEAAHAvx.jpg,pedestal,0.66266,False,3311,9225
5376,793962221541933056,2016-11-02 23:45:19+00:00,12,10,Maximus,,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,labrador retriever,0.8616510000000001,True,4876,16825
5388,793845145112371200,2016-11-02 16:00:06+00:00,13,10,Clark,,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,old english sheepdog,0.7652770000000001,True,1854,9210
5400,793601777308463104,2016-11-01 23:53:02+00:00,12,10,Dobby,,https://pbs.twimg.com/media/CwNwmxvXEAEJ54Z.jpg,miniature pinscher,0.538981,True,1615,7973
5412,793500921481273345,2016-11-01 17:12:16+00:00,12,10,Fiona,,https://pbs.twimg.com/media/CwMU34YWIAAz1nU.jpg,golden retriever,0.326122,True,2366,10674
5424,793286476301799424,2016-11-01 03:00:09+00:00,13,10,Moreton,,https://pbs.twimg.com/media/CwJR1okWIAA6XMp.jpg,afghan hound,0.274637,True,9147,24573
5436,793271401113350145,2016-11-01 02:00:14+00:00,12,10,Dave,,https://pbs.twimg.com/media/CwJEIKTWYAAvL-T.jpg,siberian husky,0.231695,True,2389,8690
5448,793256262322548741,2016-11-01 01:00:05+00:00,12,10,,,https://pbs.twimg.com/media/CwI2XCvXEAEO8mc.jpg,basset,0.207622,True,8316,19974
5460,793241302385262592,2016-11-01 00:00:38+00:00,13,10,Tucker,,https://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,golden retriever,0.559308,True,3290,10508
5472,793226087023144960,2016-10-31 23:00:11+00:00,11,10,Juno,,https://pbs.twimg.com/media/CwIa5CjW8AErZgL.jpg,wire haired fox terrier,0.456047,True,2881,9814
5484,793210959003287553,2016-10-31 22:00:04+00:00,10,10,Maude,,https://pbs.twimg.com/media/CwINKJeW8AYHVkn.jpg,doormat,0.874431,False,2789,8921
5496,793195938047070209,2016-10-31 21:00:23+00:00,12,10,Lily,,https://pbs.twimg.com/media/CwH_foYWgAEvTyI.jpg,labrador retriever,0.654762,True,5613,15245
5505,793195938047070209,2016-10-31 21:00:23+00:00,12,10,Lily,puppo,https://pbs.twimg.com/media/CwH_foYWgAEvTyI.jpg,labrador retriever,0.654762,True,5613,15245
5508,793180763617361921,2016-10-31 20:00:05+00:00,11,10,Newt,,https://pbs.twimg.com/media/CwHxsdYVMAAqGCJ.jpg,lakeland terrier,0.266824,True,1995,6930
5520,793165685325201412,2016-10-31 19:00:10+00:00,12,10,Benji,,https://pbs.twimg.com/media/CwHj-jGWAAAnsny.jpg,golden retriever,0.946224,True,2779,9377
5532,793150605191548928,2016-10-31 18:00:14+00:00,11,10,Nida,,https://pbs.twimg.com/media/CwHWOZ7W8AAHv8S.jpg,italian greyhound,0.193869,True,1700,6175
5544,793135492858580992,2016-10-31 17:00:11+00:00,13,10,,,https://pbs.twimg.com/media/CwHIg61WIAApnEV.jpg,bakery,0.737041,False,2492,6403
5556,793120401413079041,2016-10-31 16:00:13+00:00,11,10,Robin,,https://pbs.twimg.com/media/CwG6zDfWcAA8jBD.jpg,labrador retriever,0.7249439999999999,True,3917,12645
5568,792913359805018113,2016-10-31 02:17:31+00:00,13,10,,,https://pbs.twimg.com/media/CwD-eCLWIAA6v0B.jpg,web site,0.226716,False,3970,14318
5580,792883833364439040,2016-10-31 00:20:11+00:00,12,10,Bailey,,https://pbs.twimg.com/media/CwDjoH3WAAIniIs.jpg,jack o' lantern,0.999306,False,4260,11298
5592,792773781206999040,2016-10-30 17:02:53+00:00,12,10,Monster,,https://pbs.twimg.com/media/CwB_i-zXEAEiP29.jpg,yorkshire terrier,0.912804,True,1675,7349
5604,792394556390137856,2016-10-29 15:55:58+00:00,12,10,BeBe,,https://pbs.twimg.com/media/Cv8moW9W8AIHOxR.jpg,cocker spaniel,0.746387,True,4286,13416
5616,792050063153438720,2016-10-28 17:07:05+00:00,11,10,Remus,,https://pbs.twimg.com/media/Cv3tU38WcAASFas.jpg,komondor,0.942856,True,1789,7143
5628,791672322847637504,2016-10-27 16:06:04+00:00,13,10,,,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,golden retriever,0.705092,True,3125,11734
5640,791406955684368384,2016-10-26 22:31:36+00:00,12,10,Levi,,https://pbs.twimg.com/media/CvukbEkWAAAV-69.jpg,pembroke,0.972629,True,4100,13142
5652,791312159183634433,2016-10-26 16:14:55+00:00,12,10,Mabel,,https://pbs.twimg.com/media/CvtONV4WAAAQ3Rn.jpg,miniature pinscher,0.892925,True,2527,8756
5664,790987426131050500,2016-10-25 18:44:32+00:00,12,10,Misty,,https://pbs.twimg.com/media/Cvom3ZJXEAE29TD.jpg,cocker spaniel,0.349195,True,2130,9812
5676,790946055508652032,2016-10-25 16:00:09+00:00,12,10,Betty,,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,dishwasher,0.700466,False,4690,16644
5685,790946055508652032,2016-10-25 16:00:09+00:00,12,10,Betty,puppo,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,dishwasher,0.700466,False,4690,16644
5688,790698755171364864,2016-10-24 23:37:28+00:00,12,10,Mosby,,https://pbs.twimg.com/media/CvkgUjbUsAEvo7l.jpg,bernese mountain dog,0.996541,True,1920,8208
5700,790581949425475584,2016-10-24 15:53:19+00:00,11,10,Duke,,https://pbs.twimg.com/media/Cvi2FiKWgAAif1u.jpg,refrigerator,0.998886,False,7112,20644
5712,790337589677002753,2016-10-23 23:42:19+00:00,12,10,Maggie,,https://pbs.twimg.com/media/CvfX2AnWYAAQTay.jpg,pembroke,0.658808,True,1877,7808
5724,790277117346975746,2016-10-23 19:42:02+00:00,11,10,Bruce,,https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,labrador retriever,0.427742,True,3173,12548
5736,789986466051088384,2016-10-23 00:27:05+00:00,12,10,Happy,,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,tub,0.479477,False,2302,9238
5748,789628658055020548,2016-10-22 00:45:17+00:00,13,10,Eli,,https://pbs.twimg.com/media/CvVTEnPXYAAWLyL.jpg,chow,0.260702,True,1762,7480
5760,789599242079838210,2016-10-21 22:48:24+00:00,12,10,Brownie,,https://pbs.twimg.com/media/CvU4UZpXgAE1pAV.jpg,chesapeake bay retriever,0.8788219999999999,True,1921,6735
5772,789530877013393408,2016-10-21 18:16:44+00:00,12,10,Rizzy,,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,schipperke,0.363272,True,3363,11707
5784,789268448748703744,2016-10-21 00:53:56+00:00,10,10,Stella,,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,malamute,0.81286,True,2600,9108
5796,789137962068021249,2016-10-20 16:15:26+00:00,12,10,Bo,,https://pbs.twimg.com/media/CvOUw8vWYAAzJDq.jpg,chihuahua,0.746135,True,2781,9706
5808,788908386943430656,2016-10-20 01:03:11+00:00,11,10,Lucy,,https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,remote control,0.8815379999999999,False,12447,27402
5820,788765914992902144,2016-10-19 15:37:03+00:00,12,10,Butter,,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,cocker spaniel,0.500509,True,10248,27283
5832,788412144018661376,2016-10-18 16:11:17+00:00,11,10,Dexter,,https://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,golden retriever,0.805238,True,5245,15524
5844,788178268662984705,2016-10-18 00:41:57+00:00,13,10,,,https://pbs.twimg.com/media/CvAr88kW8AEKNAO.jpg,samoyed,0.73548,True,2094,7226
5856,788150585577050112,2016-10-17 22:51:57+00:00,13,10,Leo,,https://pbs.twimg.com/media/CvASw6dWcAQmo3X.jpg,chow,0.814145,True,1276,6108
5868,788039637453406209,2016-10-17 15:31:05+00:00,12,10,,,https://pbs.twimg.com/media/Cu-t20yWEAAFHXi.jpg,beach wagon,0.362925,False,1308,6117
5880,787810552592695296,2016-10-17 00:20:47+00:00,11,10,Frank,,https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,pug,0.362835,True,3040,8609
5892,787717603741622272,2016-10-16 18:11:26+00:00,13,10,Tonks,,https://pbs.twimg.com/media/Cu6I9vvWIAAZG0a.jpg,german shepherd,0.992339,True,2765,10251
5901,787717603741622272,2016-10-16 18:11:26+00:00,13,10,Tonks,puppo,https://pbs.twimg.com/media/Cu6I9vvWIAAZG0a.jpg,german shepherd,0.992339,True,2765,10251
5904,787397959788929025,2016-10-15 21:01:17+00:00,11,10,Moose,,https://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,chihuahua,0.900483,True,2838,10862
5916,787322443945877504,2016-10-15 16:01:13+00:00,10,10,Lincoln,,https://pbs.twimg.com/media/Cu0hlfwWYAEdnXO.jpg,seat belt,0.747739,False,1735,7754
5928,786963064373534720,2016-10-14 16:13:10+00:00,12,10,Rory,,https://pbs.twimg.com/media/Cuvau3MW8AAxaRv.jpg,golden retriever,0.915303,True,7950,26606
5940,786709082849828864,2016-10-13 23:23:56+00:00,75,10,Logan,,https://pbs.twimg.com/media/CurzvFTXgAA2_AP.jpg,pomeranian,0.467321,True,6091,18186
5952,786664955043049472,2016-10-13 20:28:35+00:00,12,10,,,https://pbs.twimg.com/media/CurLmoqXgAEPoJ-.jpg,leonberg,0.512034,True,2534,10558
5964,786595970293370880,2016-10-13 15:54:28+00:00,11,10,Dale,,https://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,pembroke,0.709512,True,3116,9434
5976,786363235746385920,2016-10-13 00:29:39+00:00,13,10,Rizzo,doggo,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,golden retriever,0.929266,True,3482,10863
5979,786363235746385920,2016-10-13 00:29:39+00:00,13,10,Rizzo,,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,golden retriever,0.929266,True,3482,10863
5988,786233965241827333,2016-10-12 15:55:59+00:00,11,10,Mattie,,https://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,labrador retriever,0.478193,True,4702,15200
6000,785927819176054784,2016-10-11 19:39:28+00:00,12,10,Lucy,,https://pbs.twimg.com/media/CugtKeXWEAAamDZ.jpg,teddy,0.97207,False,3166,11354
6012,785872687017132033,2016-10-11 16:00:24+00:00,12,10,Rusty,,https://pbs.twimg.com/ext_tw_video_thumb/785872596088811520/pu/img/5O-_BgqdFQu_2Bt7.jpg,great pyrenees,0.392108,True,1799,6683
6024,785639753186217984,2016-10-11 00:34:48+00:00,10,10,Pinot,doggo,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,porcupine,0.978042,False,2230,7836
6027,785639753186217984,2016-10-11 00:34:48+00:00,10,10,Pinot,,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,porcupine,0.978042,False,2230,7836
6030,785639753186217984,2016-10-11 00:34:48+00:00,10,10,Pinot,pupper,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,porcupine,0.978042,False,2230,7836
6036,785533386513321988,2016-10-10 17:32:08+00:00,11,10,Dallas,,https://pbs.twimg.com/media/CubGchjXEAA6gpw.jpg,miniature pinscher,0.436023,True,1987,9084
6048,785264754247995392,2016-10-09 23:44:41+00:00,12,10,Doc,,https://pbs.twimg.com/media/CuXSHNnWcAIWEwn.jpg,teddy,0.6748930000000001,False,1617,7244
6060,785170936622350336,2016-10-09 17:31:53+00:00,11,10,Hero,,https://pbs.twimg.com/media/CuV8yfxXEAAUlye.jpg,seat belt,0.891193,False,4798,11980
6072,784826020293709826,2016-10-08 18:41:19+00:00,13,10,Rusty,,https://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,chow,0.0903414,True,3235,10077
6084,784517518371221505,2016-10-07 22:15:26+00:00,11,10,Frankie,,https://pbs.twimg.com/media/CuMqhGrXYAQwRqU.jpg,malamute,0.757764,True,2516,8940
6096,784431430411685888,2016-10-07 16:33:21+00:00,12,10,Stormy,,https://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,miniature poodle,0.744819,True,1265,5698
6108,783839966405230592,2016-10-06 01:23:05+00:00,13,10,Riley,,https://pbs.twimg.com/media/CuDCSM-XEAAJw1W.jpg,quilt,0.333739,False,10709,29917
6120,783821107061198850,2016-10-06 00:08:09+00:00,12,10,Mairi,,https://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,lakeland terrier,0.26565900000000003,True,1958,7336
6132,783695101801398276,2016-10-05 15:47:27+00:00,12,10,Loomis,,https://pbs.twimg.com/media/CuA-iRHXYAAWP8e.jpg,chow,0.314265,True,3192,10436
6144,783466772167098368,2016-10-05 00:40:09+00:00,11,10,Finn,,https://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,chihuahua,0.789,True,2228,8426
6156,783391753726550016,2016-10-04 19:42:03+00:00,13,10,Godi,,https://pbs.twimg.com/media/Ct8qn8EWIAAk9zP.jpg,norwegian elkhound,0.87713,True,5428,16814
6168,783334639985389568,2016-10-04 15:55:06+00:00,12,10,Dave,,https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg,cardigan,0.593858,True,11586,29019
6180,783085703974514689,2016-10-03 23:25:55+00:00,11,10,Earl,,https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,chesapeake bay retriever,0.240602,True,2189,8123
6192,782969140009107456,2016-10-03 15:42:44+00:00,12,10,Cali,,https://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,seat belt,0.474292,False,7322,24026
6204,782747134529531904,2016-10-03 01:00:34+00:00,11,10,Deacon,doggo,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,golden retriever,0.560699,True,1402,7435
6207,782747134529531904,2016-10-03 01:00:34+00:00,11,10,Deacon,,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,golden retriever,0.560699,True,1402,7435
6216,782722598790725632,2016-10-02 23:23:04+00:00,10,10,Penny,,https://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,irish setter,0.574557,True,5353,17188
6228,782598640137187329,2016-10-02 15:10:30+00:00,11,10,Timmy,,https://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,malamute,0.8408709999999999,True,1869,7752
6240,782305867769217024,2016-10-01 19:47:08+00:00,12,10,Sampson,doggo,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,briard,0.5044270000000001,True,5513,16564
6243,782305867769217024,2016-10-01 19:47:08+00:00,12,10,Sampson,,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,briard,0.5044270000000001,True,5513,16564
6252,781955203444699136,2016-09-30 20:33:43+00:00,11,10,Chipson,,https://pbs.twimg.com/media/CtoQGu4XgAQgv5m.jpg,pool table,0.179568,False,3345,11079
6264,781661882474196992,2016-09-30 01:08:10+00:00,5,10,,,https://pbs.twimg.com/media/CtkFS72WcAAiUrs.jpg,pembroke,0.438087,True,2700,10381
6276,781524693396357120,2016-09-29 16:03:01+00:00,12,10,,,https://pbs.twimg.com/media/CtiIj0AWcAEBDvw.jpg,tennis ball,0.994712,False,5524,20660
6288,781251288990355457,2016-09-28 21:56:36+00:00,11,10,Oakley,,https://pbs.twimg.com/media/CteP5H5WcAEhdLO.jpg,mexican hairless,0.8877709999999999,True,2065,8388
6300,781163403222056960,2016-09-28 16:07:23+00:00,10,10,,,https://pbs.twimg.com/media/Ctc_-BTWEAAQpZh.jpg,shetland sheepdog,0.973841,True,2733,9755
6312,780931614150983680,2016-09-28 00:46:20+00:00,13,10,,,https://pbs.twimg.com/media/CtZtJxAXEAAyPGd.jpg,padlock,0.731564,False,7239,21513
6321,780931614150983680,2016-09-28 00:46:20+00:00,13,10,,puppo,https://pbs.twimg.com/media/CtZtJxAXEAAyPGd.jpg,padlock,0.731564,False,7239,21513
6324,780858289093574656,2016-09-27 19:54:58+00:00,10,10,Dash,,https://pbs.twimg.com/media/CtYqeNHWgAATqYZ.jpg,chesapeake bay retriever,0.488555,True,1995,7143
6336,780800785462489090,2016-09-27 16:06:28+00:00,11,10,Koda,,https://pbs.twimg.com/media/CtX2Kr9XYAAuxrM.jpg,siberian husky,0.951963,True,1293,5451
6348,780601303617732608,2016-09-27 02:53:48+00:00,12,10,Hercules,,https://pbs.twimg.com/media/CtVAvX-WIAAcGTf.jpg,saint bernard,0.995143,True,3343,12038
6360,780543529827336192,2016-09-26 23:04:13+00:00,12,10,,,https://pbs.twimg.com/media/CtUMLzRXgAAbZK5.jpg,golden retriever,0.628312,True,1737,6270
6372,780459368902959104,2016-09-26 17:29:48+00:00,11,10,Bear,,https://pbs.twimg.com/media/CtS_p9kXEAE2nh8.jpg,great dane,0.382491,True,1070,5266
6384,780192070812196864,2016-09-25 23:47:39+00:00,11,10,,,https://pbs.twimg.com/media/CtPMhwvXYAIt6NG.jpg,vizsla,0.144012,True,2224,8660
6396,779834332596887552,2016-09-25 00:06:08+00:00,11,10,Scout,,https://pbs.twimg.com/media/CtKHLuCWYAA2TTs.jpg,golden retriever,0.99383,True,6979,18764
6408,779377524342161408,2016-09-23 17:50:56+00:00,12,10,,,https://pbs.twimg.com/ext_tw_video_thumb/779377444025499652/pu/img/eIiLDy9F6rPNarEc.jpg,sundial,0.17092100000000002,False,3088,8737
6414,779377524342161408,2016-09-23 17:50:56+00:00,12,10,,pupper,https://pbs.twimg.com/ext_tw_video_thumb/779377444025499652/pu/img/eIiLDy9F6rPNarEc.jpg,sundial,0.17092100000000002,False,3088,8737
6420,779056095788752897,2016-09-22 20:33:42+00:00,13,10,,,https://pbs.twimg.com/media/Cs_DYr1XEAA54Pu.jpg,chihuahua,0.721188,True,4491,14649
6432,778990705243029504,2016-09-22 16:13:51+00:00,11,10,Jay,,https://pbs.twimg.com/media/Cs-H5uhWcAAiNY9.jpg,cocker spaniel,0.7153510000000001,True,7130,19819
6444,778748913645780993,2016-09-22 00:13:04+00:00,11,10,Mya,,https://pbs.twimg.com/media/Cs6r_-kVIAALh1p.jpg,staffordshire bullterrier,0.351434,True,1295,6846
6456,778650543019483137,2016-09-21 17:42:10+00:00,10,10,Strider,,https://pbs.twimg.com/media/Cs5ShihWEAAH2ti.jpg,german shepherd,0.515699,True,1483,5727
6468,778624900596654080,2016-09-21 16:00:17+00:00,11,10,Penny,,https://pbs.twimg.com/media/Cs47N3eWcAEmgiW.jpg,airedale,0.786089,True,1003,4605
6480,778408200802557953,2016-09-21 01:39:11+00:00,14,10,,,https://pbs.twimg.com/media/Cs12ICuWAAECNRy.jpg,pembroke,0.8483620000000001,True,4279,13534
6492,778383385161035776,2016-09-21 00:00:35+00:00,13,10,Nala,,https://pbs.twimg.com/media/Cs1fjyqWIAE2jop.jpg,collie,0.345266,True,1092,5784
6504,778286810187399168,2016-09-20 17:36:50+00:00,11,10,Stanley,,https://pbs.twimg.com/media/Cs0HuUTWcAUpSE8.jpg,boston bull,0.32207,True,3254,10302
6516,778039087836069888,2016-09-20 01:12:28+00:00,12,10,,,https://pbs.twimg.com/media/CswmaHmWAAAbdY9.jpg,german shepherd,0.717776,True,2614,8439
6522,778039087836069888,2016-09-20 01:12:28+00:00,12,10,,pupper,https://pbs.twimg.com/media/CswmaHmWAAAbdY9.jpg,german shepherd,0.717776,True,2614,8439
6528,778027034220126208,2016-09-20 00:24:34+00:00,27,10,Sophie,,https://pbs.twimg.com/media/Cswbc2yWcAAVsCJ.jpg,clumber,0.946718,True,1591,6506
6534,778027034220126208,2016-09-20 00:24:34+00:00,27,10,Sophie,pupper,https://pbs.twimg.com/media/Cswbc2yWcAAVsCJ.jpg,clumber,0.946718,True,1591,6506
6540,777885040357281792,2016-09-19 15:00:20+00:00,3,10,Wesley,,https://pbs.twimg.com/media/CsuaUH2WAAAWJh1.jpg,afghan hound,0.123529,True,1615,6303
6552,777684233540206592,2016-09-19 01:42:24+00:00,12,10,,,https://pbs.twimg.com/media/CsrjryzWgAAZY00.jpg,cocker spaniel,0.253442,True,2915,11146
6564,777621514455814149,2016-09-18 21:33:11+00:00,12,10,Derek,,https://pbs.twimg.com/media/Csqqoo5WEAAMTVW.jpg,chow,0.999823,True,2479,8670
6576,777189768882946048,2016-09-17 16:57:35+00:00,12,10,Jeffrey,,https://pbs.twimg.com/media/Cskh9nRWYAAUxBP.jpg,chihuahua,0.988412,True,4266,14153
