,tweet_id,retweet_count,favorite_count
942,750383411068534784,1126,4491
943,750381685133418496,27,683
944,750147208377409536,937,3048
945,750132105863102464,1264,3545
946,750117059602808832,1281,4255
947,750101899009982464,824,2986
948,750086836815486976,523,2131
949,750071704093859840,3242,7688
950,750056684286914561,880,3107
951,750041628174217216,600,3112
952,750026558547456000,769,2672
953,750011400160841729,886,3178
954,749996283729883136,801,3010
955,749981277374128128,2412,5024
956,749774190421639168,1295,4583
957,749417653287129088,1609,5988
958,749403093750648834,521,2568
959,749395845976588288,3356,8404
960,749317047558017024,2190,5396
961,749075273010798592,2035,5652
962,749064354620928000,1497,4719
963,749036806121881602,775,3037
964,748977405889503236,3319,10574
965,748932637671223296,2195,5693
966,748705597323898880,928,2729
967,748699167502000129,1549,4666
968,748692773788876800,1303,4171
969,748575535303884801,1933,5950
970,748568946752774144,656,2159
971,748346686624440324,1208,5126
972,748337862848962560,4007,7484
973,748324050481647620,739,3618
974,748307329658011649,695,3613
975,748220828303695873,7589,13868
976,747963614829678593,2092,5669
977,747933425676525569,2487,6488
978,747885874273214464,946,2880
979,747844099428986880,730,2764
980,747816857231626240,1129,4747
981,747651430853525504,151,1353
982,747648653817413632,5708,12631
983,747600769478692864,547,2286
984,747594051852075008,1032,3596
985,747512671126323200,1575,5408
986,747461612269887489,1021,3795
987,747439450712596480,1868,5306
988,747242308580548608,2840,0
989,747219827526344708,1527,5146
990,747204161125646336,891,3302
991,747103485104099331,3858,9365
992,746906459439529985,290,2845
993,746872823977771008,2083,5863
994,746818907684614144,1702,5220
995,746790600704425984,1560,4768
996,746757706116112384,3807,9368
997,746726898085036033,1748,5921
998,746542875601690625,1838,4933
999,746521445350707200,959,0
1000,746507379341139972,1059,4563
1001,746369468511756288,1593,6062
1002,746131877086527488,2133,6764
1003,746056683365994496,792,3495
1004,745789745784041472,1038,3938
1005,745712589599014916,2272,6850
1006,745433870967832576,2479,6921
1007,745422732645535745,2366,8401
1008,745314880350101504,2685,7010
1009,745074613265149952,3386,7665
1010,745057283344719872,2186,7095
1011,744995568523612160,596,2911
1012,744971049620602880,2618,7710
1013,744709971296780288,1522,5485
1014,744334592493166593,2052,6635
1015,744234799360020481,75693,152918
1016,744223424764059648,353,1624
1017,743980027717509120,1067,4087
1018,743895849529389061,942,3580
1019,743835915802583040,2014,0
1020,743609206067040256,1347,4376
1021,743595368194129920,6347,17924
1022,743545585370791937,918,3449
1023,743510151680958465,3637,7754
1024,743253157753532416,1193,4135
1025,743222593470234624,1857,6068
1026,743210557239623680,1329,3757
1027,742534281772302336,3480,6911
1028,742528092657332225,1913,4314
1029,742465774154047488,3817,7103
1030,742423170473463808,3653,9599
1031,742385895052087300,1914,6647
1032,742161199639494656,1331,4218
1033,742150209887731712,1507,4990
1034,741793263812808706,1467,4434
1035,741743634094141440,2671,7989
1036,741438259667034112,797,3596
1037,741303864243200000,3117,8586
1038,741099773336379392,5356,9749
1039,741067306818797568,3006,9311
1040,740995100998766593,2651,6200
1041,740711788199743490,912,3326
1042,740699697422163968,757,2783
1043,740676976021798912,6633,17747
1044,740373189193256964,12954,34218
1045,740365076218183684,421,2404
1046,740359016048689152,840,3220
1047,740214038584557568,1911,6534
1048,739979191639244800,5748,19464
1049,739932936087216128,1053,3960
1050,739844404073074688,835,3712
1051,739623569819336705,1322,3672
1052,739606147276148736,1602,5259
1053,739544079319588864,20617,38527
1054,739485634323156992,2846,6980
1055,739238157791694849,56317,113041
1056,738891149612572673,6,104
1057,738885046782832640,1112,3677
1058,738883359779196928,769,3222
1059,738537504001953792,1486,4958
1060,738402415918125056,804,3180
1061,738184450748633089,1178,4219
1062,738166403467907072,3246,8546
1063,738156290900254721,621,2440
1064,737826014890496000,1714,5134
1065,737800304142471168,3357,9735
1066,737678689543020544,1277,4911
1067,737445876994609152,4318,9997
1068,737322739594330112,787,3519
1069,737310737551491075,7194,14286
1070,736736130620620800,1676,4135
1071,736392552031657984,7142,17249
1072,736365877722001409,1202,3873
1073,736225175608430592,2705,7893
1074,736010884653420544,2887,7684
1075,735991953473572864,1112,3500
1076,735648611367784448,1074,3937
1077,735635087207878657,2275,6002
1078,735274964362878976,4869,12686
1079,735256018284875776,853,3244
1080,735137028879360001,944,3052
1081,734912297295085568,512,2679
1082,734787690684657664,6108,12202
1083,734776360183431168,519,2438
1084,734559631394082816,384,1449
1085,733828123016450049,756,3482
1086,733822306246479872,992,3571
1087,733482008106668032,918,3053
1088,733460102733135873,1235,4064
1089,733109485275860992,16552,51783
1090,732732193018155009,518,2365
1091,732726085725589504,864,3460
1092,732585889486888962,758,3570
1093,732375214819057664,2432,7871
1094,732005617171337216,5227,14483
1095,731285275100512256,967,3408
1096,731156023742988288,1227,3740
1097,730924654643314689,1921,5987
1098,730573383004487680,2069,4754
1099,730427201120833536,1011,3394
1100,730211855403241472,1029,3721
1101,730196704625098752,1831,4712
1102,729854734790754305,1087,3924
1103,729838605770891264,368,1685
1104,729823566028484608,1211,3871
1105,729463711119904772,2244,5633
1106,729113531270991872,309,1831
1107,728986383096946689,792,3061
1108,728760639972315136,1646,4542
1109,728751179681943552,655,2688
1110,728653952833728512,1004,3226
1111,728409960103686147,1925,4768
1112,728387165835677696,933,3605
1113,728046963732717569,1168,4179
1114,728035342121635841,1622,4434
1115,728015554473250816,1073,4013
1116,727685679342333952,617,2878
1117,727644517743104000,1689,5715
1118,727524757080539137,1181,4356
1119,727314416056803329,719,3247
1120,727286334147182592,792,2976
1121,727175381690781696,1346,3813
1122,727155742655025152,1282,3534
1123,726935089318363137,2356,6685
1124,726887082820554753,1472,3726
1125,726828223124897792,974,3474
1126,726224900189511680,1105,4299
1127,725842289046749185,2580,6893
1128,725786712245440512,1331,4068
1129,725729321944506368,1719,5072
1130,725458796924002305,594,1377
1131,724983749226668032,1265,3640
1132,724771698126512129,613,2281
1133,724405726123311104,1604,5137
1134,724049859469295616,1724,4218
1135,724046343203856385,542,2588
1136,724004602748780546,1490,4077
1137,723912936180330496,1188,3782
1138,723688335806480385,2835,7465
1139,723673163800948736,859,2935
1140,723179728551723008,1793,5150
1141,722974582966214656,1520,3985
1142,722613351520608256,1583,4847
1143,721503162398597120,1767,4493
1144,721001180231503872,593,2465
1145,720785406564900865,741,3028
1146,720775346191278080,639,2402
1147,720415127506415616,1452,4021
1148,720389942216527872,2423,6197
1149,720340705894408192,945,2794
1150,720059472081784833,1090,3760
1151,720043174954147842,1940,4784
1152,719991154352222208,1683,4703
1153,719704490224398336,1380,4418
1154,719551379208073216,1831,4920
1155,719367763014393856,720,2719
1156,719339463458033665,1192,4315
1157,719332531645071360,918,3340
1158,718971898235854848,1044,3387
1159,718939241951195136,1698,5110
1160,718631497683582976,7763,18339
1161,718613305783398402,465,2369
1162,718540630683709445,980,2378
1163,718460005985447936,509,2622
1164,718454725339934721,1467,4733
1165,718246886998687744,481,1857
1166,718234618122661888,957,3767
1167,717841801130979328,585,2385
1168,717790033953034240,1068,2796
1169,717537687239008257,1785,5616
1170,717428917016076293,432,1575
1171,717421804990701568,814,3073
1172,717047459982213120,1864,6115
1173,717009362452090881,934,3149
1174,716802964044845056,1136,4170
1175,716791146589110272,1525,7971
1176,716730379797970944,414,1199
1177,716447146686459905,5671,12683
1178,716439118184652801,203,2320
1179,716285507865542656,1014,2693
1180,716080869887381504,1843,6589
1181,715928423106027520,851,3114
1182,715758151270801409,1381,3615
1183,715733265223708672,1634,4535
1184,715704790270025728,554,2702
1185,715696743237730304,1252,3807
1186,715680795826982913,1558,4174
1187,715360349751484417,1513,5320
1188,715342466308784130,667,2968
1189,715220193576927233,627,2359
1190,715200624753819648,1814,5002
1191,715009755312439296,1186,4031
1192,714982300363173890,1004,3626
1193,714962719905021952,4117,7153
1194,714957620017307648,1366,4033
1195,714631576617938945,962,3191
1196,714606013974974464,898,3527
1197,714485234495041536,1089,2596
1198,714258258790387713,706,2957
1199,714251586676113411,810,3181
1200,714214115368108032,842,2214
1201,714141408463036416,1354,4206
1202,713919462244790272,766,3205
1203,713909862279876608,521,1842
1204,713900603437621249,710,2764
1205,713761197720473600,1325,4725
1206,713411074226274305,1261,4302
1207,713177543487135744,2764,7026
1208,713175907180089344,1433,4332
1209,712809025985978368,6513,18522
1210,712717840512598017,4801,11980
1211,712668654853337088,1178,4068
1212,712438159032893441,1515,5174
1213,712309440758808576,25,230
1214,712097430750289920,1001,3669
1215,712092745624633345,859,2862
1216,712085617388212225,472,3191
1217,712065007010385924,603,2202
1218,711998809858043904,123,0
1219,711968124745228288,2233,7829
1220,711743778164514816,962,2764
1221,711732680602345472,3957,8589
1222,711694788429553666,17764,31987
1223,711652651650457602,887,3750
1224,711363825979756544,1099,3534
1225,711306686208872448,715,3214
1226,711008018775851008,591,2915
1227,710997087345876993,1343,4454
1228,710844581445812225,662,2477
1229,710833117892898816,515,2611
1230,710658690886586372,545,2248
1231,710609963652087808,2301,4673
1232,710588934686908417,1803,4408
1233,710296729921429505,717,2318
1234,710283270106132480,507,2096
1235,710272297844797440,1211,4410
1236,710269109699739648,1083,2329
1237,710153181850935296,866,2832
1238,710140971284037632,853,2679
1239,710117014656950272,1919,5311
1240,709918798883774466,1056,3409
1241,709901256215666688,99,645
1242,709852847387627521,1165,3419
1243,709566166965075968,1159,3458
1244,709556954897764353,1039,3204
1245,709519240576036864,230,1456
1246,709449600415961088,554,2154
1247,709409458133323776,658,2541
1248,709225125749587968,558,2357
1249,709207347839836162,5591,12146
1250,709198395643068416,620,2381
1251,709179584944730112,651,1952
1252,709158332880297985,403,1984
1253,709042156699303936,1577,4606
1254,708853462201716736,642,1762
1255,708845821941387268,870,2899
1256,708834316713893888,487,1644
1257,708810915978854401,6713,16022
1258,708738143638450176,787,2686
1259,708711088997666817,694,2463
1260,708479650088034305,660,2477
1261,708469915515297792,792,3024
1262,708400866336894977,9755,15536
1263,708356463048204288,1277,3488
1264,708349470027751425,717,2299
1265,708149363256774660,1509,4181
1266,708130923141795840,828,3298
1267,708119489313951744,954,2630
1268,708109389455101952,538,1897
1269,708026248782585858,1870,4282
1270,707995814724026368,1094,3053
1271,707983188426153984,2,48
1272,707969809498152960,931,2627
1273,707776935007539200,926,3196
1274,707741517457260545,592,2423
1275,707738799544082433,2394,3980
1276,707693576495472641,960,3304
1277,707629649552134146,840,2504
1278,707610948723478529,6149,16524
1279,707420581654872064,673,2201
1280,707411934438625280,581,2240
1281,707387676719185920,1244,3405
1282,707377100785885184,1060,3190
1283,707315916783140866,620,2412
1284,707297311098011648,760,2708
1285,707059547140169728,654,2533
1286,707038192327901184,762,2132
1287,707021089608753152,1312,3980
1288,707014260413456384,582,2259
1289,706904523814649856,7625,14192
1290,706901761596989440,567,1999
1291,706681918348251136,948,3218
1292,706644897839910912,1056,2507
1293,706593038911545345,612,2104
1294,706538006853918722,1387,3385
1295,706516534877929472,1004,3043
1296,706346369204748288,901,3366
1297,706310011488698368,7681,20739
1298,706291001778950144,464,1667
1299,706265994973601792,907,2671
1300,706169069255446529,2141,3807
1301,706166467411222528,1557,5028
1302,706153300320784384,375,1446
1303,705975130514706432,709,3023
1304,705970349788291072,869,3108
1305,705898680587526145,537,2309
1306,705786532653883392,503,1886
1307,705591895322394625,1117,3095
1308,705475953783398401,885,2890
1309,705442520700944385,1574,4309
1310,705428427625635840,1626,3711
1311,705239209544720384,733,2925
1312,705223444686888960,779,2532
1313,705102439679201280,504,2089
1314,705066031337840642,601,2138
1315,704871453724954624,1091,4175
1316,704859558691414016,523,2193
1317,704847917308362754,1478,4948
1318,704819833553219584,951,2576
1319,704761120771465216,2840,6481
1320,704499785726889984,987,2840
1321,704491224099647488,76,733
1322,704480331685040129,1038,3306
1323,704364645503647744,3451,7789
1324,704347321748819968,340,1540
1325,704134088924532736,444,1469
1326,704113298707505153,557,1810
1327,704054845121142784,892,2845
1328,703774238772166656,443,1795
1329,703769065844768768,1105,3194
1330,703631701117943808,656,2511
1331,703611486317502464,1487,3735
1332,703425003149250560,1325,3712
1333,703407252292673536,675,2374
1334,703382836347330562,1112,3420
1335,703356393781329922,374,1866
1336,703268521220972544,530,1935
1337,703079050210877440,2992,7204
1338,703041949650034688,12092,25663
1339,702932127499816960,700,2519
1340,702899151802126337,440,1579
1341,702684942141153280,1040,3147
1342,702671118226825216,545,2143
1343,702598099714314240,3345,11932
1344,702539513671897089,930,2809
1345,702332542343577600,1507,3099
1346,702321140488925184,1016,3197
1347,702276748847800320,752,2412
1348,702217446468493312,1307,4666
1349,701981390485725185,960,3357
1350,701952816642965504,998,3752
1351,701889187134500865,1347,3456
1352,701805642395348998,1622,3326
1353,701601587219795968,440,2044
1354,701570477911896070,906,2744
1355,701545186879471618,594,2600
1356,701214700881756160,4941,11895
1357,700890391244103680,552,2161
1358,700864154249383937,606,2537
1359,700847567345688576,487,2399
1360,700796979434098688,914,2369
1361,700747788515020802,9007,22266
1362,700518061187723268,772,2541
1363,700505138482569216,551,2239
1364,700462010979500032,1733,4022
1365,700167517596164096,711,2565
1366,700151421916807169,652,2186
1367,700143752053182464,2628,7338
1368,700062718104104960,670,2580
1369,700029284593901568,571,2025
1370,700002074055016451,1300,3230
1371,699801817392291840,923,2965
1372,699788877217865730,498,2177
1373,699779630832685056,1202,2673
1374,699775878809702401,586,1913
1375,699691744225525762,4466,10038
1376,699446877801091073,2545,5813
1377,699434518667751424,502,2122
1378,699423671849451520,315,1325
1379,699413908797464576,612,2033
1380,699370870310113280,427,1850
1381,699323444782047232,837,3077
1382,699088579889332224,613,2199
1383,699079609774645248,635,2386
1384,699072405256409088,1154,2900
1385,699060279947165696,1752,3651
1386,699036661657767936,1172,2545
1387,698989035503689728,948,3266
1388,698953797952008193,889,2618
1389,698907974262222848,606,2481
1390,698710712454139905,661,2403
1391,698703483621523456,366,1416
1392,698635131305795584,334,1261
1393,698549713696649216,609,2262
1394,698355670425473025,433,1803
1395,698342080612007937,936,2221
1396,698262614669991936,1943,4653
1397,698195409219559425,5800,16369
1398,698178924120031232,721,2745
1399,697995514407682048,327,1488
1400,697990423684476929,1261,3209
1401,697943111201378304,657,2331
1402,697881462549430272,1132,2944
1403,697630435728322560,527,1704
1404,697616773278015490,986,3073
1405,697596423848730625,1227,2941
1406,697575480820686848,486,1995
1407,697516214579523584,1081,2002
1408,697482927769255936,650,2359
1409,697463031882764288,1368,3341
1410,697270446429966336,1829,4590
1411,697259378236399616,977,3219
1412,697255105972801536,1124,2988
1413,697242256848379904,648,2458
1414,696900204696625153,997,3092
1415,696894894812565505,666,2286
1416,696886256886657024,1747,4732
1417,696877980375769088,691,2390
1418,696754882863349760,352,1447
1419,696744641916489729,904,2022
1420,696713835009417216,628,2317
1421,696518437233913856,1666,3815
1422,696490539101908992,138,1188
1423,696488710901260288,991,2451
1424,696405997980676096,1125,3120
1425,696100768806522880,632,1880
1426,695816827381944320,1129,2944
1427,695794761660297217,748,3083
1428,695767669421768709,719,1811
1429,695629776980148225,2033,4460
1430,695446424020918272,1766,4295
1431,695409464418041856,3481,8471
1432,695314793360662529,1408,3541
1433,695095422348574720,595,2574
1434,695074328191332352,1064,2774
1435,695064344191721472,575,1561
1436,695051054296211456,770,2595
1437,694925794720792577,889,2629
1438,694905863685980160,911,2680
1439,694669722378485760,13944,34968
1440,694356675654983680,280,1469
1441,694352839993344000,596,1982
1442,694342028726001664,476,1547
1443,694329668942569472,488,1950
1444,694206574471057408,1984,4067
1445,694183373896572928,900,2880
1446,694001791655137281,994,3321
1447,693993230313091072,392,1835
1448,693942351086120961,357,1701
1449,693647888581312512,568,2616
1450,693644216740769793,120,1319
1451,693642232151285760,402,2478
1452,693629975228977152,773,2390
1453,693622659251335168,362,1502
1454,693590843962331137,1898,4922
1455,693582294167244802,238,1607
1456,693486665285931008,615,1729
1457,693280720173801472,1205,3270
1458,693267061318012928,791,2327
1459,693262851218264065,484,2155
1460,693231807727280129,720,2805
1461,693155686491000832,3122,7701
1462,693109034023534592,594,1668
1463,693095443459342336,443,1809
1464,692919143163629568,733,2614
1465,692905862751522816,846,2366
1466,692901601640583168,586,1715
1467,692894228850999298,774,2207
1468,692828166163931137,861,2799
1469,692752401762250755,3536,6648
1470,692568918515392513,1486,4249
1471,692535307825213440,1322,3079
1472,692530551048294401,401,1791
1473,692423280028966913,220,1440
1474,692417313023332352,3357,9141
1475,692187005137076224,790,2473
1476,692158366030913536,767,2097
1477,692142790915014657,383,1602
1478,692041934689402880,1231,3313
1479,692017291282812928,927,2825
1480,691820333922455552,1602,3865
1481,691793053716221953,4105,7953
1482,691756958957883396,963,2777
1483,691675652215414786,494,1905
1484,691483041324204033,547,2327
1485,691459709405118465,1107,3948
1486,691444869282295808,825,2579
1487,691416866452082688,7423,18858
1488,691321916024623104,638,2512
1489,691096613310316544,858,2889
1490,691090071332753408,325,1683
1491,690989312272396288,2786,5760
1492,690959652130045952,1211,3488
1493,690938899477221376,1891,3992
1494,690932576555528194,985,3200
1495,690735892932222976,1226,3694
1496,690728923253055490,503,2123
1497,690690673629138944,798,2272
1498,690649993829576704,266,1268
1499,690607260360429569,17,291
1500,690597161306841088,584,1905
1501,690400367696297985,435,1842
1502,690374419777196032,819,3174
1503,690360449368465409,856,2602
1504,690348396616552449,498,1471
1505,690248561355657216,404,1637
1506,690021994562220032,997,2728
1507,690015576308211712,714,2427
1508,690005060500217858,1634,3573
1509,689999384604450816,358,1380
1510,689993469801164801,436,1420
1511,689977555533848577,435,1337
1512,689905486972461056,682,2385
1513,689877686181715968,1127,2964
1514,689835978131935233,727,2116
1515,689661964914655233,905,3151
1516,689659372465688576,3736,10126
1517,689623661272240129,622,2173
1518,689599056876867584,5347,11377
1519,689557536375177216,443,1999
1520,689517482558820352,1391,3318
1521,689289219123089408,909,2197
1522,689283819090870273,1063,3175
1523,689280876073582592,687,1935
1524,689275259254616065,238,1115
1525,689255633275777024,1053,2495
1526,689154315265683456,967,3011
1527,689143371370250240,490,1967
1528,688916208532455424,838,2644
1529,688908934925697024,740,2062
1530,688898160958271489,758,2044
1531,688894073864884227,665,2183
1532,688828561667567616,358,1348
1533,688804835492233216,188,946
1534,688789766343622656,644,2168
1535,688547210804498433,677,2537
1536,688519176466644993,711,2263
1537,688385280030670848,4344,9058
1538,688211956440801280,805,2185
1539,688179443353796608,569,2080
1540,688116655151435777,750,2759
1541,688064179421470721,352,1691
1542,687841446767013888,2429,5340
1543,687826841265172480,1091,2680
1544,687818504314159109,927,2420
1545,687807801670897665,695,2338
1546,687732144991551489,642,1715
1547,687704180304273409,820,2379
1548,687664829264453632,496,1890
1549,687494652870668288,561,1853
1550,687480748861947905,232,1566
1551,687476254459715584,518,1933
1552,687460506001633280,532,2011
1553,687399393394311168,601,1851
1554,687317306314240000,8902,19660
1555,687312378585812992,1842,4257
1556,687127927494963200,2210,5299
1557,687124485711986689,492,2128
1558,687109925361856513,2386,5659
1559,687102708889812993,945,2291
1560,687096057537363968,589,2185
1561,686947101016735744,3095,8431
1562,686760001961103360,1346,3432
1563,686749460672679938,1411,3396
1564,686730991906516992,1164,4041
1565,686683045143953408,781,2756
1566,686618349602762752,1324,3609
1567,686606069955735556,526,1844
1568,686394059078897668,669,1700
1569,686386521809772549,856,3181
1570,686377065986265092,552,2148
1571,686358356425093120,648,2129
1572,686286779679375361,1621,3918
1573,686050296934563840,707,2167
1574,686035780142297088,112,1114
1575,686034024800862208,1110,2997
1576,686007916130873345,398,2422
1577,686003207160610816,606,1785
1578,685973236358713344,508,2042
1579,685943807276412928,578,1585
1580,685906723014619143,2780,7311
1581,685681090388975616,119,1978
1582,685667379192414208,548,2301
1583,685663452032069632,1415,3157
1584,685641971164143616,754,2858
1585,685547936038666240,15119,32094
1586,685532292383666176,1125,2947
1587,685325112850124800,3846,9204
1588,685321586178670592,614,2581
1589,685315239903100929,1010,3210
1590,685307451701334016,426,2026
1591,685268753634967552,1167,3020
1592,685198997565345792,652,2279
1593,685169283572338688,1392,4012
1594,684969860808454144,357,2334
1595,684959798585110529,3034,6649
1596,684940049151070208,1012,3128
1597,684926975086034944,451,3402
1598,684914660081053696,1412,3414
1599,684902183876321280,511,1818
1600,684880619965411328,785,2035
1601,684830982659280897,21045,34179
1602,684800227459624960,978,2670
1603,684594889858887680,3407,8685
1604,684588130326986752,1372,4009
1605,684567543613382656,1176,2932
1606,684538444857667585,923,2592
1607,684481074559381504,1139,3784
1608,684460069371654144,542,1927
1609,684241637099323392,3168,7914
1610,684225744407494656,201,1203
1611,684222868335505415,1322,3734
1612,684200372118904832,1010,2106
1613,684195085588783105,494,1856
1614,684188786104872960,1129,3413
1615,684177701129875456,645,1972
1616,684147889187209216,1479,2922
1617,684122891630342144,458,1960
1618,684097758874210310,1396,4009
1619,683857920510050305,1087,3714
1620,683852578183077888,336,1884
1621,683849932751646720,924,2547
1622,683834909291606017,1083,2556
1623,683828599284170753,1036,2726
1624,683773439333797890,1300,3260
1625,683742671509258241,3206,6304
1626,683515932363329536,2797,7140
1627,683498322573824003,939,3089
1628,683481228088049664,970,2600
1629,683462770029932544,654,2363
1630,683449695444799489,1565,3778
1631,683391852557561860,2333,7444
1632,683357973142474752,892,2829
1633,683142553609318400,1010,2799
1634,683111407806746624,884,3322
1635,683098815881154561,637,2117
1636,683078886620553216,547,1946
1637,683030066213818368,724,2114
1638,682962037429899265,15958,35785
1639,682808988178739200,162,1730
1640,682788441537560576,1078,2414
1641,682750546109968385,425,1486
1642,682697186228989953,353,1286
1643,682662431982772225,1041,2985
1644,682638830361513985,578,2017
1645,682429480204398592,1118,3344
1646,682406705142087680,1702,7366
1647,682393905736888321,647,2178
1648,682389078323662849,450,1619
1649,682303737705140231,946,2974
1650,682259524040966145,1157,4028
1651,682242692827447297,1116,3146
1652,682088079302213632,9532,17750
1653,682059653698686977,1618,4814
1654,682047327939461121,914,3105
1655,682032003584274432,1933,6423
1656,682003177596559360,1468,3038
1657,681981167097122816,1003,2737
1658,681891461017812993,787,2406
1659,681694085539872773,3939,12480
1660,681679526984871937,428,1717
1661,681654059175129088,892,2566
1662,681610798867845120,449,1843
1663,681579835668455424,1258,3450
1664,681523177663676416,5569,13892
1665,681340665377193984,270,1603
1666,681339448655802368,3958,9050
1667,681320187870711809,716,2570
1668,681302363064414209,1757,3823
1669,681297372102656000,918,3124
1670,681281657291280384,1066,3149
1671,681261549936340994,263,1421
1672,681242418453299201,512,1443
1673,681231109724700672,467,2345
1674,681193455364796417,1427,3599
1675,680970795137544192,636,2350
1676,680959110691590145,1941,4460
1677,680940246314430465,1010,3105
1678,680934982542561280,420,2039
1679,680913438424612864,600,2345
1680,680889648562991104,354,1713
1681,680836378243002368,1275,3365
1682,680805554198020098,646,2094
1683,680801747103793152,796,2318
1684,680798457301471234,1000,2764
1685,680609293079592961,672,2557
1686,680583894916304897,1281,3522
1687,680497766108381184,1847,4130
1688,680494726643068929,470,1675
1689,680473011644985345,726,2478
1690,680440374763077632,485,1414
1691,680221482581123072,285,1431
1692,680206703334408192,1124,2752
1693,680191257256136705,482,2088
1694,680176173301628928,1493,3790
1695,680161097740095489,712,2262
1696,680145970311643136,1689,3504
1697,680130881361686529,908,2226
1698,680115823365742593,872,2652
1699,680100725817409536,1323,3483
1700,680085611152338944,8694,12459
1701,680070545539371008,829,2514
1702,679877062409191424,630,1932
1703,679872969355714560,644,2135
1704,679862121895714818,596,2383
1705,679854723806179328,1184,2768
1706,679844490799091713,734,2297
1707,679828447187857408,13531,35198
1708,679777920601223168,1062,3023
1709,679736210798047232,763,2036
1710,679729593985699840,798,2101
1711,679722016581222400,453,1618
1712,679530280114372609,2015,4635
1713,679527802031484928,698,2562
1714,679511351870550016,1222,3264
1715,679503373272485890,1416,3081
1716,679475951516934144,618,2034
1717,679462823135686656,18100,30581
1718,679405845277462528,1158,2299
1719,679158373988876288,7746,20626
1720,679148763231985668,992,2702
1721,679132435750195208,1113,2891
1722,679111216690831360,2488,5799
1723,679062614270468097,7748,16411
1724,679047485189439488,637,2178
1725,679001094530465792,1176,2751
1726,678991772295516161,1108,2214
1727,678969228704284672,438,1585
1728,678800283649069056,860,2489
1729,678798276842360832,1111,3352
1730,678774928607469569,870,2721
1731,678767140346941444,1308,3419
1732,678764513869611008,452,1584
1733,678755239630127104,3144,6858
1734,678740035362037760,1593,3629
1735,678708137298427904,2327,5409
1736,678675843183484930,1398,2770
1737,678643457146150913,385,1980
1738,678446151570427904,1472,3875
1739,678424312106393600,2435,5296
1740,678410210315247616,1727,4062
1741,678399652199309312,30591,77513
1742,678396796259975168,397,1545
1743,678389028614488064,404,1804
1744,678380236862578688,868,2349
1745,678341075375947776,510,1674
1746,678334497360859136,235,1259
1747,678278586130948096,5843,11041
1748,678255464182861824,349,1531
1749,678023323247357953,364,1844
1750,678021115718029313,6069,13140
1751,677961670166224897,1614,3300
1752,677918531514703872,389,1293
1753,677895101218201600,1982,4643
1754,677716515794329600,938,2942
1755,677700003327029250,1387,3269
1756,677698403548192770,306,1189
1757,677687604918272002,806,2414
1758,677673981332312066,1438,3208
1759,677662372920729601,907,1877
1760,677644091929329666,770,1789
1761,677573743309385728,672,2056
1762,677565715327688705,439,1255
1763,677557565589463040,1104,2370
1764,677547928504967168,3513,6687
1765,677530072887205888,218,1030
1766,677335745548390400,1682,2933
1767,677334615166730240,272,1297
1768,677331501395156992,225,1045
1769,677328882937298944,1439,3512
1770,677314812125323265,511,1585
1771,677301033169788928,386,1183
1772,677269281705472000,676,1903
1773,677228873407442944,1567,3425
1774,677187300187611136,874,2625
1775,676975532580409345,1019,2659
1776,676957860086095872,776,2155
1777,676949632774234114,376,1254
1778,676948236477857792,823,2071
1779,676946864479084545,348,1667
1780,676942428000112642,714,1994
1781,676936541936185344,4740,12241
1782,676916996760600576,1731,2856
1783,676897532954456065,696,2162
1784,676864501615042560,671,2010
1785,676821958043033607,14834,22008
1786,676819651066732545,633,1745
1787,676811746707918848,407,1370
1788,676776431406465024,1934,4799
1789,676617503762681856,911,2762
1790,676613908052996102,191,1034
1791,676606785097199616,413,1821
1792,676603393314578432,366,1116
1793,676593408224403456,2053,4376
1794,676590572941893632,116,881
1795,676588346097852417,745,2211
1796,676582956622721024,262,1145
1797,676575501977128964,1064,2469
1798,676533798876651520,524,1803
1799,676496375194980353,509,1464
1800,676470639084101634,4457,11152
1801,676440007570247681,629,1652
1802,676430933382295552,322,1340
1803,676263575653122048,514,1998
1804,676237365392908289,270,1156
1805,676219687039057920,29583,73403
1806,676215927814406144,549,1659
1807,676191832485810177,987,2183
1808,676146341966438401,632,1841
1809,676121918416756736,1113,2075
1810,676101918813499392,1116,2712
1811,676098748976615425,1346,2867
1812,676089483918516224,417,1254
1813,675898130735476737,541,1539
1814,675891555769696257,814,2030
1815,675888385639251968,908,2275
1816,675878199931371520,1333,3991
1817,675870721063669760,535,1555
1818,675853064436391936,1220,2575
1819,675849018447167488,136,903
1820,675845657354215424,832,2161
1821,675822767435051008,511,1451
1822,675820929667219457,225,998
1823,675798442703122432,3265,9792
1824,675781562965868544,446,1547
1825,675740360753160193,327,1116
1826,675710890956750848,772,1798
1827,675707330206547968,646,1885
1828,675706639471788032,90,617
1829,675534494439489536,389,1758
1830,675531475945709568,362,1122
1831,675522403582218240,273,988
1832,675517828909424640,441,1230
1833,675501075957489664,5547,16369
1834,675497103322386432,1222,2997
1835,675489971617296384,564,1233
1836,675483430902214656,925,1762
1837,675432746517426176,543,1449
1838,675372240448454658,491,1607
1839,675362609739206656,218,1008
1840,675354435921575936,15876,30992
1841,675349384339542016,2156,3736
1842,675334060156301312,1217,2635
1843,675166823650848770,1497,3386
1844,675153376133427200,2432,5942
1845,675149409102012420,1602,3557
1846,675147105808306176,219,898
1847,675146535592706048,277,1117
1848,675145476954566656,842,2033
1849,675135153782571009,449,1240
1850,675113801096802304,742,1849
