,tweet_id,retweet_count,favorite_count
765,775085132600442880,4677,15422
766,774757898236878852,1770,8530
767,774639387460112384,1709,6676
768,774314403806253056,5453,21576
769,773985732834758656,3817,10640
770,773922284943896577,1734,6338
771,773704687002451968,1609,6530
772,773670353721753600,1297,5305
773,773547596996571136,6069,21932
774,773336787167145985,5003,0
775,773308824254029826,7399,23089
776,773247561583001600,3220,9384
777,773191612633579521,4070,9898
778,772877495989305348,3825,8475
779,772826264096874500,2324,7963
780,772615324260794368,3343,0
781,772581559778025472,1681,6424
782,772193107915964416,1369,5982
783,772152991789019136,1120,3765
784,772117678702071809,730,3737
785,772114945936949249,464,2701
786,772102971039580160,933,3960
787,771908950375665664,1874,6518
788,771770456517009408,3325,11883
789,771500966810099713,2575,8185
790,771380798096281600,5003,10368
791,771171053431250945,7347,0
792,771136648247640064,2888,9058
793,771102124360998913,1422,6173
794,771014301343748096,1636,6807
795,770787852854652928,1189,4882
796,770772759874076672,1402,5125
797,770655142660169732,1750,7265
798,770414278348247044,2074,6271
799,770293558247038976,1450,6161
800,770093767776997377,3006,0
801,770069151037685760,2267,7515
802,769940425801170949,9415,30976
803,769695466921623552,1662,6351
804,769335591808995329,7625,0
805,769212283578875904,1693,5339
806,768970937022709760,6409,14196
807,768909767477751808,2628,0
808,768855141948723200,873,4143
809,768609597686943744,1176,4071
810,768596291618299904,1268,4990
811,768554158521745409,5748,0
812,768473857036525572,3363,13480
813,768193404517830656,3494,10737
814,767884188863397888,1362,4696
815,767754930266464257,5320,15830
816,767500508068192258,2312,7418
817,767191397493538821,3705,12172
818,767122157629476866,2815,10075
819,766864461642756096,5549,0
820,766793450729734144,1340,4988
821,766714921925144576,374,2589
822,766693177336135680,783,3968
823,766423258543644672,1561,5928
824,766313316352462849,1864,6706
825,766078092750233600,2580,0
826,766069199026450432,841,4174
827,766008592277377025,492,3695
828,765719909049503744,2128,7144
829,765669560888528897,1213,5130
830,765395769549590528,3345,26339
831,765371061932261376,2139,6983
832,765222098633691136,3343,11494
833,764857477905154048,1756,6370
834,764259802650378240,1480,5945
835,763956972077010945,54,755
836,763837565564780549,4084,12409
837,763183847194451968,1448,5315
838,763167063695355904,2954,0
839,763103485927849985,2270,7283
840,762699858130116608,3556,11980
841,762471784394268675,6309,11076
842,762464539388485633,4105,10167
843,762316489655476224,1100,4740
844,762035686371364864,15294,31437
845,761976711479193600,1977,5330
846,761750502866649088,3846,0
847,761745352076779520,851,4217
848,761672994376806400,28586,48804
849,761599872357261312,1178,4074
850,761371037149827077,17764,0
851,761334018830917632,1430,5130
852,761292947749015552,1071,4427
853,761227390836215808,1540,5256
854,761004547850530816,3425,11181
855,760893934457552897,957,3760
856,760656994973933572,1878,6498
857,760641137271070720,1277,4918
858,760539183865880579,3555,7464
859,760521673607086080,1369,4155
860,760290219849637889,11266,26430
861,760252756032651264,855,3897
862,760190180481531904,1765,5616
863,760153949710192640,30,0
864,759943073749200896,2040,5873
865,759923798737051648,5549,14491
866,759846353224826880,1932,6646
867,759793422261743616,1873,5866
868,759557299618865152,1168,4624
869,759447681597108224,2418,8361
870,759446261539934208,477,1649
871,759197388317847553,1912,5995
872,759159934323924993,1135,0
873,759099523532779520,4084,14307
874,759047813560868866,1974,6401
875,758854675097526272,884,3501
876,758828659922702336,3773,11056
877,758740312047005698,1591,5662
878,758474966123810816,985,3742
879,758467244762497024,2175,4723
880,758405701903519748,1875,5133
881,758355060040593408,1040,3337
882,758099635764359168,9785,18786
883,758041019896193024,366,2660
884,757741869644341248,3192,6777
885,757729163776290825,7749,0
886,757725642876129280,1190,4476
887,757611664640446465,1084,4495
888,757597904299253760,295,0
889,757596066325864448,1036,4257
890,757400162377592832,6714,14901
891,757393109802180609,1704,5721
892,757354760399941633,1393,4456
893,756998049151549440,1950,6183
894,756939218950160384,1969,6540
895,756651752796094464,1273,4962
896,756526248105566208,3503,10243
897,756303284449767430,1088,3872
898,756288534030475264,17349,43359
899,756275833623502848,1503,6305
900,755955933503782912,2821,7197
901,755206590534418437,5253,16169
902,755110668769038337,10880,20860
903,754874841593970688,7746,0
904,754856583969079297,2464,6801
905,754747087846248448,511,2544
906,754482103782404096,1918,5206
907,754449512966619136,720,3682
908,754120377874386944,2313,7767
909,753655901052166144,2131,5747
910,753420520834629632,3479,7770
911,753398408988139520,1865,5664
912,753375668877008896,2282,7517
913,753298634498793472,5569,0
914,753294487569522689,1020,3307
915,753039830821511168,20440,36506
916,753026973505581056,941,3868
917,752932432744185856,6719,12416
918,752917284578922496,1545,6831
919,752701944171524096,2797,0
920,752682090207055872,1563,5905
921,752660715232722944,1527,4303
922,752568224206688256,2231,5401
923,752519690950500352,3377,7254
924,752334515931054080,1074,3754
925,752309394570878976,15876,0
926,752173152931807232,1794,5852
927,751950017322246144,894,3015
928,751937170840121344,1295,5100
929,751830394383790080,1904,5711
930,751793661361422336,2840,5717
931,751598357617971201,2984,7797
932,751583847268179968,1075,4314
933,751538714308972544,1232,4951
934,751456908746354688,980,3165
935,751251247299190784,5754,12305
936,751205363882532864,1775,6215
937,751132876104687617,1276,4981
938,750868782890057730,1332,4696
939,750719632563142656,4909,12940
940,750506206503038976,1123,4372
941,750429297815552001,4189,12943
